Date,Open,High,Low,Close,Adj Close,Volume
2004-12-01,750.000000,800.000000,700.000000,800.000000,489.553314,381472500
2005-01-01,790.000000,910.000000,780.000000,870.000000,532.389160,760706500
2005-02-01,870.000000,960.000000,840.000000,930.000000,569.105713,708735500
2005-03-01,930.000000,1360.000000,930.000000,1160.000000,709.852173,2016350500
2005-04-01,1150.000000,1220.000000,1010.000000,1020.000000,624.180420,591145000
2005-05-01,1020.000000,1200.000000,970.000000,1200.000000,734.330017,437411000
2005-06-01,1200.000000,1230.000000,1050.000000,1100.000000,673.135803,457769500
2005-07-01,1100.000000,1140.000000,1070.000000,1090.000000,667.016235,529615000
2005-08-01,1090.000000,1100.000000,740.000000,790.000000,483.433929,621131000
2005-09-01,780.000000,890.000000,670.000000,730.000000,455.887573,718127500
2005-10-01,690.000000,840.000000,690.000000,820.000000,512.092896,646291500
2005-11-01,810.000000,870.000000,800.000000,850.000000,530.827881,216189500
2005-12-01,850.000000,970.000000,840.000000,910.000000,568.298096,390082500
2006-01-01,910.000000,990.000000,820.000000,880.000000,549.563110,368037000
2006-02-01,890.000000,930.000000,830.000000,840.000000,524.582947,263139000
2006-03-01,840.000000,890.000000,810.000000,890.000000,555.808105,721027000
2006-04-01,900.000000,1140.000000,860.000000,1130.000000,705.688904,958722000
2006-05-01,1150.000000,1240.000000,880.000000,940.000000,587.033325,1330347000
2006-06-01,960.000000,1030.000000,840.000000,880.000000,549.563110,712587500
2006-07-01,890.000000,1050.000000,870.000000,1050.000000,655.728638,665766500
2006-08-01,1060.000000,1220.000000,1010.000000,1190.000000,746.931458,808273500
2006-09-01,1200.000000,1280.000000,1120.000000,1250.000000,784.591919,570934000
2006-10-01,1240.000000,1340.000000,1230.000000,1330.000000,834.805847,333738000
2006-11-01,1330.000000,1450.000000,1310.000000,1400.000000,878.742981,522132000
2006-12-01,1390.000000,1430.000000,1270.000000,1350.000000,847.359070,272123000
2007-01-01,1350.000000,1730.000000,1280.000000,1690.000000,1060.768188,881261500
2007-02-01,1750.000000,1810.000000,1450.000000,1560.000000,979.170715,526420500
2007-03-01,1570.000000,1580.000000,1370.000000,1520.000000,954.063721,529828000
2007-04-01,1530.000000,1740.000000,1520.000000,1640.000000,1029.384644,480743500
2007-05-01,1640.000000,1830.000000,1630.000000,1730.000000,1085.875366,455401500
2007-06-01,1730.000000,2200.000000,1730.000000,2025.000000,1271.038818,554214500
2007-07-01,2050.000000,2275.000000,1925.000000,2000.000000,1255.347290,468273500
2007-08-01,1900.000000,2000.000000,1560.000000,1860.000000,1185.853394,375806003
2007-09-01,1870.000000,1990.000000,1770.000000,1930.000000,1230.482422,349897500
2007-10-01,1960.000000,2200.000000,1850.000000,2200.000000,1402.622437,655039000
2007-11-01,2225.000000,2850.000000,2125.000000,2525.000000,1609.828125,1012065000
2007-12-01,2525.000000,2725.000000,2400.000000,2575.000000,1641.705566,173949000
2008-01-01,2575.000000,3275.000000,2475.000000,2825.000000,1801.094849,825738000
2008-02-01,2850.000000,3075.000000,2675.000000,2925.000000,1864.850342,491701500
2008-03-01,2825.000000,2950.000000,2150.000000,2325.000000,1482.316772,421774500
2008-04-01,2325.000000,2475.000000,1900.000000,2275.000000,1450.438843,462631000
2008-05-01,2275.000000,2925.000000,2275.000000,2800.000000,1785.155518,372280000
2008-06-01,2800.000000,2850.000000,2300.000000,2400.000000,1530.133667,261065500
2008-07-01,2425.000000,2450.000000,2000.000000,2275.000000,1450.438843,229980500
2008-08-01,2225.000000,2275.000000,1850.000000,2250.000000,1434.500244,357583500
2008-09-01,2200.000000,2275.000000,1750.000000,1960.000000,1277.065918,316168500
2008-10-01,1960.000000,1960.000000,940.000000,1090.000000,710.205139,362718500
2008-11-01,1170.000000,1290.000000,840.000000,970.000000,632.017517,766097000
2008-12-01,1010.000000,1030.000000,870.000000,930.000000,605.954773,723816000
2009-01-01,930.000000,1130.000000,920.000000,980.000000,638.532959,1194886000
2009-02-01,960.000000,1030.000000,860.000000,880.000000,573.376526,559789500
2009-03-01,840.000000,1000.000000,820.000000,940.000000,612.470520,586234000
2009-04-01,920.000000,1300.000000,900.000000,1280.000000,834.002258,2116856000
2009-05-01,1250.000000,1950.000000,1240.000000,1780.000000,1159.784180,989580500
2009-06-01,1800.000000,1990.000000,1620.000000,1890.000000,1231.456543,973928000
2009-07-01,1890.000000,2350.000000,1730.000000,2275.000000,1482.308716,915397000
2009-08-01,2375.000000,2725.000000,2175.000000,2500.000000,1670.906494,966820500
2009-09-01,2475.000000,3050.000000,2375.000000,3025.000000,2021.796875,757673500
2009-10-01,2975.000000,3300.000000,2700.000000,3075.000000,2055.215332,423420000
2009-11-01,3075.000000,3250.000000,2925.000000,3075.000000,2055.215332,225442000
2009-12-01,3100.000000,3625.000000,3075.000000,3550.000000,2372.687500,213874001
2010-01-01,3550.000000,3900.000000,3400.000000,3600.000000,2406.105469,330655000
2010-02-01,3575.000000,3950.000000,3375.000000,3800.000000,2539.777588,291568500
2010-03-01,3775.000000,4225.000000,3700.000000,3775.000000,2523.069336,327270000
2010-04-01,3850.000000,3950.000000,3700.000000,3900.000000,2606.614746,392018000
2010-05-01,3875.000000,3950.000000,3300.000000,3650.000000,2439.523682,600664500
2010-06-01,3575.000000,4225.000000,3475.000000,4150.000000,2773.705322,443204000
2010-07-01,4275.000000,4725.000000,4100.000000,4625.000000,3091.177490,326752000
2010-08-01,4600.000000,4850.000000,4100.000000,4550.000000,3107.098633,745419500
2010-09-01,4500.000000,5800.000000,4450.000000,5450.000000,3721.689453,597015500
2010-10-01,5550.000000,5700.000000,4800.000000,5200.000000,3550.969238,626519500
2010-11-01,5100.000000,5200.000000,4525.000000,4575.000000,3124.170166,342784000
2010-12-01,4800.000000,4975.000000,4425.000000,4875.000000,3329.033447,330430500
2011-01-01,4950.000000,5100.000000,4300.000000,4700.000000,3209.529541,331366500
2011-02-01,4650.000000,4900.000000,4550.000000,4750.000000,3243.673828,168918500
2011-03-01,4800.000000,5450.000000,4750.000000,5400.000000,3687.544922,265846000
2011-04-01,5350.000000,5700.000000,5200.000000,5550.000000,3789.977051,172352500
2011-05-01,5600.000000,5750.000000,5250.000000,5400.000000,3687.544922,227978500
2011-06-01,5450.000000,5850.000000,5150.000000,5750.000000,3926.552490,230155500
2011-07-01,6000.000000,6500.000000,5700.000000,6350.000000,4336.280273,229505000
2011-08-01,6400.000000,6800.000000,5850.000000,6100.000000,4257.635742,349352000
2011-09-01,6100.000000,6250.000000,4150.000000,5050.000000,3524.763916,542118000
2011-10-01,4875.000000,5750.000000,4575.000000,5250.000000,3664.358643,297835500
2011-11-01,5000.000000,5250.000000,4600.000000,4700.000000,3280.473389,331174000
2011-12-01,4700.000000,4875.000000,4500.000000,4600.000000,3210.676270,194935000
2012-01-01,4625.000000,4975.000000,4600.000000,4800.000000,3350.271484,218658003
2012-02-01,4850.000000,5150.000000,4800.000000,5100.000000,3559.663086,274516500
2012-03-01,5050.000000,5200.000000,4750.000000,4850.000000,3385.169678,240486002
2012-04-01,4850.000000,4900.000000,4575.000000,4850.000000,3385.169678,293465000
2012-05-01,4850.000000,4900.000000,4625.000000,4725.000000,3297.922607,221092503
2012-06-01,4675.000000,4875.000000,4400.000000,4850.000000,3385.169678,138668500
2012-07-01,4850.000000,5650.000000,4825.000000,5400.000000,3769.054443,379924000
2012-08-01,5400.000000,5500.000000,5100.000000,5400.000000,3895.290771,204715500
2012-09-01,5400.000000,5650.000000,5300.000000,5650.000000,4075.628418,212283500
2012-10-01,5600.000000,6200.000000,5550.000000,5700.000000,4111.695801,313156000
2012-11-01,5700.000000,5900.000000,5500.000000,5850.000000,4219.899414,171398000
2012-12-01,5900.000000,6200.000000,5450.000000,5850.000000,4219.899414,206604503
2013-01-01,5850.000000,6200.000000,5750.000000,6050.000000,4364.168945,324747000
2013-02-01,5950.000000,7300.000000,5950.000000,7300.000000,5265.856934,278254000
2013-03-01,7400.000000,8000.000000,7100.000000,7450.000000,5374.058105,264271000
2013-04-01,7400.000000,7600.000000,7200.000000,7350.000000,5301.923828,192017506
2013-05-01,7300.000000,7850.000000,7000.000000,7350.000000,5301.923828,316097000
2013-06-01,7200.000000,7450.000000,6150.000000,7350.000000,5301.923828,233746009
2013-07-01,7350.000000,7400.000000,6450.000000,6500.000000,4688.775879,186157003
2013-08-01,6700.000000,7050.000000,5350.000000,6500.000000,4811.554199,172172000
2013-09-01,6450.000000,7200.000000,5750.000000,7050.000000,5218.684570,194475500
2013-10-01,7000.000000,7450.000000,6600.000000,6650.000000,4922.589355,271258500
2013-11-01,6600.000000,6850.000000,6200.000000,6650.000000,4922.589355,171567000
2013-12-01,6700.000000,6850.000000,6250.000000,6600.000000,4885.577637,152887500
2014-01-01,6600.000000,7350.000000,6550.000000,6975.000000,5163.166992,183607900
2014-02-01,6975.000000,7175.000000,6825.000000,7175.000000,5311.214844,142968000
2014-03-01,7100.000000,7800.000000,6900.000000,7300.000000,5403.744629,258189300
2014-04-01,7350.000000,7475.000000,6900.000000,7050.000000,5218.684570,209211200
2014-05-01,7050.000000,7150.000000,6700.000000,6825.000000,5052.131348,244288900
2014-06-01,6875.000000,6950.000000,6700.000000,6700.000000,4959.601563,167747000
2014-07-01,6750.000000,7150.000000,6700.000000,7075.000000,5237.190918,192830900
2014-08-01,7075.000000,7200.000000,6875.000000,6875.000000,5193.754883,152466600
2014-09-01,7025.000000,7125.000000,6825.000000,7000.000000,5288.187012,182454100
2014-10-01,6975.000000,7025.000000,6375.000000,6825.000000,5155.981934,175216400
2014-11-01,6850.000000,6900.000000,6400.000000,6700.000000,5061.550293,164689000
2014-12-01,6700.000000,6775.000000,6325.000000,6750.000000,5099.322754,197127900
2015-01-01,6750.000000,7725.000000,6750.000000,7550.000000,5703.687012,352335600
2015-02-01,7450.000000,7675.000000,7250.000000,7400.000000,5590.369141,158032900
2015-03-01,7375.000000,7550.000000,7300.000000,7450.000000,5628.141602,253235300
2015-04-01,7500.000000,7500.000000,6475.000000,6750.000000,5099.322754,200791500
2015-05-01,6750.000000,7400.000000,6600.000000,7300.000000,5514.823730,248617700
2015-06-01,7150.000000,7250.000000,6425.000000,6575.000000,5127.114258,143604700
2015-07-01,6525.000000,6750.000000,5775.000000,6100.000000,4756.713867,147587400
2015-08-01,6000.000000,6325.000000,4560.000000,5300.000000,4132.882324,226081200
2015-09-01,5300.000000,5575.000000,4845.000000,5500.000000,4288.840332,139409200
2015-10-01,5525.000000,6425.000000,5275.000000,5525.000000,4308.334961,163881600
2015-11-01,5450.000000,6100.000000,4875.000000,4875.000000,3801.472168,163054700
2015-12-01,5000.000000,5300.000000,4840.000000,5175.000000,4035.409180,143331300
2016-01-01,5175.000000,6200.000000,5175.000000,6200.000000,4834.692383,234372900
2016-02-01,6250.000000,7250.000000,6050.000000,7050.000000,5497.512695,180977200
2016-03-01,7000.000000,7575.000000,6800.000000,7225.000000,5633.976563,247816500
2016-04-01,7225.000000,7300.000000,6800.000000,7125.000000,5555.997070,112390300
2016-05-01,7100.000000,7225.000000,6825.000000,6925.000000,5400.039551,106677700
2016-06-01,6925.000000,7400.000000,6875.000000,7250.000000,5653.471680,176793200
2016-07-01,7275.000000,8725.000000,6975.000000,8325.000000,6644.662109,207788800
2016-08-01,8325.000000,8500.000000,7750.000000,7925.000000,6325.400391,221062300
2016-09-01,8000.000000,9200.000000,7950.000000,8700.000000,6943.971680,289141300
2016-10-01,8825.000000,9200.000000,8400.000000,8500.000000,6784.340332,163915000
2016-11-01,8525.000000,8525.000000,7225.000000,7575.000000,6046.043945,278958200
2016-12-01,7625.000000,8125.000000,7200.000000,7925.000000,6325.400391,189822700
2017-01-01,7925.000000,8150.000000,7700.000000,7925.000000,6325.400391,118746700
2017-02-01,7975.000000,8200.000000,7875.000000,8125.000000,6485.031738,130071600
2017-03-01,8150.000000,8525.000000,7875.000000,8000.000000,6385.262207,190248800
2017-04-01,7950.000000,8525.000000,7925.000000,8375.000000,6684.570801,165855800
2017-05-01,8375.000000,9000.000000,8300.000000,8750.000000,6983.879883,239714100
2017-06-01,8750.000000,8950.000000,8300.000000,8600.000000,6864.156250,214773000
2017-07-01,8650.000000,8800.000000,8250.000000,8375.000000,6874.634766,138223600
2017-08-01,8400.000000,8700.000000,8150.000000,8375.000000,6874.634766,110930100
2017-09-01,8375.000000,8750.000000,8275.000000,8425.000000,6915.677246,106387300
2017-10-01,8450.000000,8675.000000,8150.000000,8200.000000,6730.984863,153127200
2017-11-01,8275.000000,8325.000000,7325.000000,7325.000000,6012.739746,211658600
2017-12-01,7325.000000,7775.000000,7275.000000,7625.000000,6258.994629,205442500
2018-01-01,7625.000000,8125.000000,7550.000000,7750.000000,6361.602539,211381900
2018-02-01,7750.000000,7925.000000,7550.000000,7575.000000,6217.952148,141542300
2018-03-01,7575.000000,7800.000000,6975.000000,7200.000000,5910.133301,161289600
2018-04-01,7250.000000,7350.000000,6775.000000,6975.000000,5725.441895,96289300
2018-05-01,6975.000000,7150.000000,6075.000000,7075.000000,5807.526855,204840500
2018-06-01,7075.000000,7250.000000,6350.000000,6650.000000,5458.665039,129109000
2018-07-01,6650.000000,6675.000000,6150.000000,6350.000000,5396.431152,99898800
2018-08-01,6350.000000,6775.000000,6000.000000,6375.000000,5417.677734,124967800
2018-09-01,6375.000000,6425.000000,5850.000000,5900.000000,5014.006836,147224400
2018-10-01,5900.000000,6100.000000,5500.000000,5975.000000,5077.744629,133036700
2018-11-01,5975.000000,6600.000000,5575.000000,6600.000000,5608.890137,196627100
2018-12-01,6650.000000,7550.000000,6400.000000,7450.000000,6400.879395,202815200
2019-01-01,7450.000000,7900.000000,7200.000000,7750.000000,6658.633301,191072100
2019-02-01,7625.000000,7800.000000,7025.000000,7075.000000,6078.687012,150909100
2019-03-01,7100.000000,7375.000000,6400.000000,6425.000000,5520.221680,167285500
2019-04-01,6375.000000,7000.000000,6100.000000,6950.000000,5971.290527,223504300
2019-05-01,6950.000000,7075.000000,5850.000000,6600.000000,5670.577637,189795000
2019-06-01,6600.000000,7150.000000,6600.000000,7025.000000,6035.728516,124610200
2019-07-01,7025.000000,7150.000000,6675.000000,7075.000000,6229.793457,150168900
2019-08-01,7100.000000,7925.000000,6900.000000,7925.000000,6978.248535,220264200
2019-09-01,7950.000000,8050.000000,7450.000000,7700.000000,6780.128418,132624300
2019-10-01,7625.000000,7900.000000,7275.000000,7700.000000,6780.128418,148193200
2019-11-01,7700.000000,8000.000000,7525.000000,7950.000000,7000.262695,140258500
2019-12-01,8000.000000,8050.000000,7625.000000,7925.000000,6978.248535,126499900
2020-01-01,7925.000000,8300.000000,7800.000000,7825.000000,6890.195801,152007900
2020-02-01,7725.000000,7875.000000,6375.000000,6500.000000,5723.484863,153891300
2020-03-01,6600.000000,7300.000000,5000.000000,6350.000000,5591.404785,255782500
2020-04-01,6350.000000,6925.000000,6050.000000,6525.000000,5745.498047,214630600
2020-05-01,6525.000000,6750.000000,5225.000000,5750.000000,5063.083008,267950100
2020-06-01,5750.000000,6800.000000,5750.000000,6525.000000,5745.498047,310729400
2020-07-01,6500.000000,6800.000000,6350.000000,6450.000000,5679.458008,254386900
2020-08-01,6475.000000,7850.000000,6300.000000,7625.000000,7003.604980,265375900
2020-09-01,7600.000000,8000.000000,7000.000000,7150.000000,6567.314941,219215700
2020-10-01,7100.000000,7375.000000,7000.000000,7000.000000,6429.539063,132927700
2020-11-01,7000.000000,7425.000000,6825.000000,7100.000000,6521.389648,283087900
2020-12-01,7125.000000,7275.000000,6700.000000,6850.000000,6291.763184,297337500
2021-01-01,6850.000000,7025.000000,6050.000000,6050.000000,5556.958496,267417900
2021-02-01,6100.000000,6475.000000,6000.000000,6050.000000,5556.958496,214484700
2021-03-01,6100.000000,6825.000000,6050.000000,6600.000000,6062.136719,273509800
2021-04-01,6600.000000,6800.000000,6500.000000,6525.000000,5993.249023,129703400
2021-05-01,6525.000000,6650.000000,6125.000000,6350.000000,5832.510254,123430200
2021-06-01,6400.000000,6675.000000,5750.000000,6175.000000,5671.771973,162538700
2021-07-01,6300.000000,6700.000000,6075.000000,6075.000000,5579.921387,174739500
2021-08-01,6175.000000,6525.000000,6050.000000,6175.000000,5671.771973,155076700
2021-09-01,6275.000000,6575.000000,6100.000000,6350.000000,5832.510254,153214800
2021-10-01,6325.000000,6950.000000,6175.000000,6350.000000,6094.159180,218373300
2021-11-01,6325.000000,6650.000000,6200.000000,6300.000000,6046.173828,209962400
2021-12-01,6400.000000,6650.000000,6300.000000,6325.000000,6070.166504,140005900
2022-01-01,6325.000000,6600.000000,6200.000000,6325.000000,6070.166504,148363900
2022-02-01,6325.000000,6475.000000,6200.000000,6200.000000,5950.202637,126443300
2022-03-01,6225.000000,6275.000000,5725.000000,5950.000000,5710.275391,271400300
2022-04-01,5975.000000,6400.000000,5950.000000,6300.000000,6046.173828,189401800
2022-05-01,6300.000000,6600.000000,6000.000000,6600.000000,6334.086914,200052200
2022-06-01,6700.000000,7250.000000,6575.000000,7050.000000,6765.956543,285337900
2022-07-01,7050.000000,7200.000000,6725.000000,6800.000000,6526.028809,166049600
2022-08-01,6825.000000,6925.000000,6200.000000,6225.000000,5974.195313,214983600
2022-09-01,6225.000000,6450.000000,6025.000000,6025.000000,6025.000000,228153700
2022-10-01,6025.000000,6475.000000,6025.000000,6450.000000,6450.000000,182220300
2022-11-01,6450.000000,6550.000000,6250.000000,6450.000000,6450.000000,161459300
2022-12-01,6550.000000,7000.000000,6525.000000,6725.000000,6725.000000,187661400
2023-01-01,6725.000000,7000.000000,6500.000000,6725.000000,6725.000000,154654400
2023-02-01,6700.000000,6900.000000,6475.000000,6475.000000,6475.000000,130065900
2023-03-01,6475.000000,6500.000000,6050.000000,6200.000000,6200.000000,173324700
2023-04-01,6200.000000,6500.000000,6175.000000,6450.000000,6450.000000,107289700
2023-05-01,6475.000000,7275.000000,6400.000000,7100.000000,7100.000000,249349600
2023-06-01,7200.000000,7500.000000,7150.000000,7350.000000,7350.000000,83118600
2023-06-14,0.000000,0.000000,0.000000,7425.000000,7425.000000,0
